file,line/location,old_reference,new_reference,reference_type,reason,action
generate_notebook.py,L1255,models/phase2_1/best_model.pt,models/archive/best_model.pt,executable dependency,Path changed in migration,UPDATE
generate_notebook.py,L1353,nootebooks/CyberCast_Model_From_Scratch.ipynb,notebooks/archive/CyberCast_Model_From_Scratch.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2.py,L57,notebooks/Phase_2/01_Phase_2_Model_Training.ipynb,notebooks/archive/01_Phase_2_Model_Training.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2.py,L78,notebooks/Phase_2/02_Phase_2_Model_Evaluation.ipynb,notebooks/archive/02_Phase_2_Model_Evaluation.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_1.py,L51,notebooks/Phase_2_1/01_Phase_2_1_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_1_Experiments_Training.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_1.py,L66,notebooks/Phase_2_1/02_Phase_2_1_Evaluation.ipynb,notebooks/archive/02_Phase_2_1_Evaluation.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_2.py,L47,notebooks/Phase_2_2/01_Phase_2_2_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_2_Experiments_Training.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_2.py,L62,notebooks/Phase_2_2/02_Phase_2_2_Evaluation.ipynb,notebooks/archive/02_Phase_2_2_Evaluation.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_3.py,L59,notebooks/Phase_2_3/01_Phase_2_3_Training.ipynb,notebooks/archive/01_Phase_2_3_Training.ipynb,executable dependency,Path changed in migration,UPDATE
gen_phase2_3.py,L99,notebooks/Phase_2_3/02_Phase_2_3_Final_Evaluation.ipynb,notebooks/archive/02_Phase_2_3_Final_Evaluation.ipynb,executable dependency,Path changed in migration,UPDATE
docs/FINAL_MIGRATION_PLAN.md,L21,scratch/audit_script.py,archive/audit_script.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L22,combine_notebooks.py,notebooks/archive/combine_notebooks.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L23,create_notebook.py,archive/create_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L25,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L26,dump_nb.ps1,archive/dump_nb.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L27,fix.ps1,archive/fix.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L28,fix.py,archive/fix.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L29,fix23.py,archive/fix23.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L30,fix_memory.ps1,archive/fix_memory.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L31,scratch/generate_notebook.py,archive/generate_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L32,gen_phase2.py,archive/gen_phase2.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L33,gen_phase2_1.py,archive/gen_phase2_1.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L34,gen_phase2_2.py,archive/gen_phase2_2.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L35,gen_phase2_3.py,archive/gen_phase2_3.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L38,scratch.py,archive/scratch.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L117,models/best_world_model.pt,models/archive/best_world_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L119,models/cybercast_best_model.pt,models/archive/cybercast_best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L119,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L122,models/feature_scaler.pkl,models/archive/feature_scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L122,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L123,models/logistic_regression.pkl,models/archive/logistic_regression.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L125,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L128,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L130,models/phase2_3/model_SET_A_h20.pt,models/archive/model_SET_A_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L131,models/phase2_3/model_SET_R_h10.pt,models/archive/model_SET_R_h10.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L132,models/phase2_3/model_SET_R_h20.pt,models/production/model_SET_R_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L133,models/phase2_3/model_SET_R_h30.pt,models/archive/model_SET_R_h30.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L134,models/phase2_3/model_SET_R_h5.pt,models/archive/model_SET_R_h5.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L135,models/phase2_3/model_SET_R_Repro_1_h20.pt,models/archive/model_SET_R_Repro_1_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L136,models/phase2_3/model_SET_R_Repro_2_h20.pt,models/archive/model_SET_R_Repro_2_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L137,models/phase2_3/model_SET_R_SELECT_h20.pt,models/archive/model_SET_R_SELECT_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L138,models/phase2_3/scaler_SET_A_h20.joblib,models/archive/scaler_SET_A_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L139,models/phase2_3/scaler_SET_R_h10.joblib,models/archive/scaler_SET_R_h10.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L140,models/phase2_3/scaler_SET_R_h20.joblib,models/production/scaler_SET_R_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L141,models/phase2_3/scaler_SET_R_h30.joblib,models/archive/scaler_SET_R_h30.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L142,models/phase2_3/scaler_SET_R_h5.joblib,models/archive/scaler_SET_R_h5.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L143,models/phase2_3/scaler_SET_R_Repro_1_h20.joblib,models/archive/scaler_SET_R_Repro_1_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L144,models/phase2_3/scaler_SET_R_Repro_2_h20.joblib,models/archive/scaler_SET_R_Repro_2_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L145,models/phase2_3/scaler_SET_R_SELECT_h20.joblib,models/archive/scaler_SET_R_SELECT_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L146,nootebooks/01_dataset_inspection.ipynb,notebooks/archive/01_dataset_inspection.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L147,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L147,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L148,nootebooks/CyberCast_Complete_executed.ipynb,notebooks/archive/CyberCast_Complete_executed.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L149,nootebooks/CyberCast_Model_From_Scratch.ipynb,notebooks/archive/CyberCast_Model_From_Scratch.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L150,notebooks/CyberCast_All_Phases.ipynb,notebooks/archive/CyberCast_All_Phases.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L151,notebooks/CyberCast_All_Pipelines.ipynb,notebooks/archive/CyberCast_All_Pipelines.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L152,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L152,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L153,notebooks/Phase_2_3_Complete_Analysis.ipynb,notebooks/archive/Phase_2_3_Complete_Analysis.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L154,notebooks/Phase_2/01_Phase_2_Model_Training.ipynb,notebooks/archive/01_Phase_2_Model_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L155,notebooks/Phase_2/02_Phase_2_Model_Evaluation.ipynb,notebooks/archive/02_Phase_2_Model_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L156,notebooks/Phase_2_1/01_Phase_2_1_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_1_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L157,notebooks/Phase_2_1/02_Phase_2_1_Evaluation.ipynb,notebooks/archive/02_Phase_2_1_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L158,notebooks/Phase_2_2/01_Phase_2_2_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_2_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L159,notebooks/Phase_2_2/02_Phase_2_2_Evaluation.ipynb,notebooks/archive/02_Phase_2_2_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L160,notebooks/Phase_2_3/01_Phase_2_3_Training.ipynb,notebooks/archive/01_Phase_2_3_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L161,notebooks/Phase_2_3/02_Phase_2_3_Final_Evaluation.ipynb,notebooks/archive/02_Phase_2_3_Final_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L206,results/phase2_2/models/model_10_SET_A.pt,models/archive/model_10_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L207,results/phase2_2/models/model_10_SET_B.pt,models/archive/model_10_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L208,results/phase2_2/models/model_10_SET_C.pt,models/archive/model_10_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L209,results/phase2_2/models/model_20_SET_A.pt,models/archive/model_20_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L210,results/phase2_2/models/model_20_SET_B.pt,models/archive/model_20_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L211,results/phase2_2/models/model_20_SET_C.pt,models/archive/model_20_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L212,results/phase2_2/models/model_30_SET_A.pt,models/archive/model_30_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L213,results/phase2_2/models/model_30_SET_B.pt,models/archive/model_30_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L214,results/phase2_2/models/model_30_SET_C.pt,models/archive/model_30_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L215,results/phase2_2/models/model_5_SET_A.pt,models/archive/model_5_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L216,results/phase2_2/models/model_5_SET_B.pt,models/archive/model_5_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L217,results/phase2_2/models/model_5_SET_C.pt,models/archive/model_5_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L242,scratch/audit_script.py,archive/audit_script.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L243,scratch/check_dates.py,archive/check_dates.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L244,scratch/check_env.py,archive/check_env.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L245,scratch/compare.py,archive/compare.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L246,scratch/dump_cells.py,archive/dump_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L247,scratch/dump_early_cells.py,archive/dump_early_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L248,scratch/dump_key_cells.py,archive/dump_key_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L249,scratch/dump_key_cells2.py,archive/dump_key_cells2.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L250,scratch/dump_lr.py,archive/dump_lr.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L251,scratch/dump_model_cells.py,archive/dump_model_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L252,scratch/dump_nb.py,archive/dump_nb.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L253,scratch/dump_pipeline.py,archive/dump_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L254,scratch/execute_and_verify.py,archive/execute_and_verify.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L255,scratch/extract_outputs.py,archive/extract_outputs.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L256,scratch/fast_scan.py,archive/fast_scan.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L257,scratch/find_environments.py,archive/find_environments.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L258,scratch/fix_and_run.py,archive/fix_and_run.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L259,scratch/fix_unicode.py,archive/fix_unicode.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L260,scratch/full_audit.py,archive/full_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L261,scratch/full_audit_v2.py,archive/full_audit_v2.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L262,scratch/generate_notebook.py,archive/generate_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L263,scratch/inspect_interfaces.py,archive/inspect_interfaces.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L264,scratch/inspect_parquet.py,archive/inspect_parquet.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L265,scratch/inspect_timestamp.py,archive/inspect_timestamp.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L266,scratch/nb_cells.py,archive/nb_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L267,scratch/nb_dump.txt,archive/nb_dump.txt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L268,scratch/raw_csv_fast_audit.py,archive/raw_csv_fast_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L269,scratch/raw_data_split_audit.py,archive/raw_data_split_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L270,scratch/read_split.py,archive/read_split.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L271,scratch/run_check.bat,archive/run_check.bat,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L280,scratch/update_notebook.py,archive/update_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L281,scratch/validate_live_demo.py,archive/validate_live_demo.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L282,scratch/verify_nb.py,archive/verify_nb.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L283,scripts/01_dataset_inspection.py,scripts/01_dataset_inspection.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L287,scripts/build_final_migration_plan.py,scripts/build_final_migration_plan.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L288,scripts/create_nb_from_py.py,scripts/create_nb_from_py.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L289,scripts/phase2_2_experiments.py,scripts/phase2_2_experiments.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L290,scripts/phase2_3_experiments.py,scripts/phase2_3_experiments.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L292,scripts/threshold_analysis.py,scripts/threshold_analysis.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L293,scripts/live_attack_lab/attack_lab_runner.py,scripts/live_attack_lab/attack_lab_runner.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MIGRATION_PLAN.md,L294,scripts/live_attack_lab/generate_attack_report.py,scripts/live_attack_lab/generate_attack_report.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MODEL_MAP.md,L4,models/phase2_3/model_SET_R_h20.pt,models/production/model_SET_R_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_MODEL_MAP.md,L4,models/phase2_3/scaler_SET_R_h20.joblib,models/production/scaler_SET_R_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_PIPELINE_MAP.md,L28,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_PIPELINE_MAP.md,L29,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/FINAL_PIPELINE_MAP.md,L30,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/frozen_artifact_hashes_pre_cleanup.json,L2,models/phase2_3/model_SET_R_h20.pt,models/production/model_SET_R_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/frozen_artifact_hashes_pre_cleanup.json,L3,models/phase2_3/scaler_SET_R_h20.joblib,models/production/scaler_SET_R_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/review_required_files.md,L6,scratch/audit_script.py,archive/audit_script.py,documentation-only reference,Path changed in migration,IGNORE
docs/review_required_files.md,L8,scratch/generate_notebook.py,archive/generate_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L5,combine_notebooks.py,notebooks/archive/combine_notebooks.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L6,create_notebook.py,archive/create_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L7,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L8,dump_nb.ps1,archive/dump_nb.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L9,fix.ps1,archive/fix.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L10,fix.py,archive/fix.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L11,fix23.py,archive/fix23.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L12,fix_memory.ps1,archive/fix_memory.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L13,gen_phase2.py,archive/gen_phase2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L14,gen_phase2_1.py,archive/gen_phase2_1.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L15,gen_phase2_2.py,archive/gen_phase2_2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L16,gen_phase2_3.py,archive/gen_phase2_3.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L17,scratch.py,archive/scratch.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L18,models/best_world_model.pt,models/archive/best_world_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L19,models/cybercast_best_model.pt,models/archive/cybercast_best_model.pt,documentation-only reference,Path changed in migration,IGNORE
