onset_idx,attack_type,onset_timestamp,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t0
11659,DDOS attack-LOIC-UDP,2018-02-21 10:20:50,0.977641761302948,0.9419177174568176,0.8970211148262024,0.9308359622955322,0.8845768570899963,0.8778894543647766,0.8761435747146606,0.8702419996261597,0.9602369666099548,0.9747424125671387,0.9774488806724548,0.9790803790092468,0.978260338306427,0.9493455290794373,0.9039585590362549,0.9139276146888733,0.8760202527046204,0.8717213869094849,0.860651433467865,0.8395534157752991,0.9496248364448547
11666,Benign,2018-02-21 10:22:00,0.8702419996261597,0.9602369666099548,0.9747424125671387,0.9774488806724548,0.9790803790092468,0.978260338306427,0.9493455290794373,0.9039585590362549,0.9139276146888733,0.8760202527046204,0.8717213869094849,0.860651433467865,0.8395534157752991,0.9496248364448547,0.9710936546325684,0.975735068321228,0.9782600998878479,0.978570282459259,0.9431537985801697,0.8996646404266357,0.9160147309303284
11671,DDOS attack-LOIC-UDP,2018-02-21 10:22:50,0.978260338306427,0.9493455290794373,0.9039585590362549,0.9139276146888733,0.8760202527046204,0.8717213869094849,0.860651433467865,0.8395534157752991,0.9496248364448547,0.9710936546325684,0.975735068321228,0.9782600998878479,0.978570282459259,0.9431537985801697,0.8996646404266357,0.9160147309303284,0.8778581619262695,0.8729961514472961,0.875573992729187,0.8579010367393494,0.9523971080780029
11678,Benign,2018-02-21 10:24:00,0.8395534157752991,0.9496248364448547,0.9710936546325684,0.975735068321228,0.9782600998878479,0.978570282459259,0.9431537985801697,0.8996646404266357,0.9160147309303284,0.8778581619262695,0.8729961514472961,0.875573992729187,0.8579010367393494,0.9523971080780029,0.9719911217689514,0.9768373966217041,0.9789815545082092,0.9786050319671631,0.9482247829437256,0.902953028678894,0.9391122460365295
11683,DDOS attack-LOIC-UDP,2018-02-21 10:24:50,0.978570282459259,0.9431537985801697,0.8996646404266357,0.9160147309303284,0.8778581619262695,0.8729961514472961,0.875573992729187,0.8579010367393494,0.9523971080780029,0.9719911217689514,0.9768373966217041,0.9789815545082092,0.9786050319671631,0.9482247829437256,0.902953028678894,0.9391122460365295,0.8891419768333435,0.874468982219696,0.8727956414222717,0.8755388855934143,0.9592664837837219
11690,Benign,2018-02-21 10:26:00,0.8579010367393494,0.9523971080780029,0.9719911217689514,0.9768373966217041,0.9789815545082092,0.9786050319671631,0.9482247829437256,0.902953028678894,0.9391122460365295,0.8891419768333435,0.874468982219696,0.8727956414222717,0.8755388855934143,0.9592664837837219,0.9743622541427612,0.9773867130279541,0.9794274568557739,0.9795641303062439,0.9462725520133972,0.9104817509651184,0.930561900138855
11695,DDOS attack-LOIC-UDP,2018-02-21 10:26:50,0.9786050319671631,0.9482247829437256,0.902953028678894,0.9391122460365295,0.8891419768333435,0.874468982219696,0.8727956414222717,0.8755388855934143,0.9592664837837219,0.9743622541427612,0.9773867130279541,0.9794274568557739,0.9795641303062439,0.9462725520133972,0.9104817509651184,0.930561900138855,0.8836360573768616,0.8686084747314453,0.8700779676437378,0.8716707229614258,0.9533356428146362
11702,DDOS attack-LOIC-UDP,2018-02-21 10:28:00,0.8755388855934143,0.9592664837837219,0.9743622541427612,0.9773867130279541,0.9794274568557739,0.9795641303062439,0.9462725520133972,0.9104817509651184,0.930561900138855,0.8836360573768616,0.8686084747314453,0.8700779676437378,0.8716707229614258,0.9533356428146362,0.9727259874343872,0.9769277572631836,0.979160487651825,0.9794235825538635,0.9386496543884277,0.8979346752166748,0.9219602942466736
11707,DDOS attack-LOIC-UDP,2018-02-21 10:28:50,0.9795641303062439,0.9462725520133972,0.9104817509651184,0.930561900138855,0.8836360573768616,0.8686084747314453,0.8700779676437378,0.8716707229614258,0.9533356428146362,0.9727259874343872,0.9769277572631836,0.979160487651825,0.9794235825538635,0.9386496543884277,0.8979346752166748,0.9219602942466736,0.8808076977729797,0.8693087100982666,0.8690255284309387,0.8694669008255005,0.9508073329925537
11714,Benign,2018-02-21 10:30:00,0.8716707229614258,0.9533356428146362,0.9727259874343872,0.9769277572631836,0.979160487651825,0.9794235825538635,0.9386496543884277,0.8979346752166748,0.9219602942466736,0.8808076977729797,0.8693087100982666,0.8690255284309387,0.8694669008255005,0.9508073329925537,0.9714492559432983,0.9764812588691711,0.9780523180961609,0.9795541763305664,0.953886091709137,0.9042943716049194,0.9065132737159729
11719,Benign,2018-02-21 10:30:50,0.9794235825538635,0.9386496543884277,0.8979346752166748,0.9219602942466736,0.8808076977729797,0.8693087100982666,0.8690255284309387,0.8694669008255005,0.9508073329925537,0.9714492559432983,0.9764812588691711,0.9780523180961609,0.9795541763305664,0.953886091709137,0.9042943716049194,0.9065132737159729,0.8739899396896362,0.8652464747428894,0.8678339719772339,0.8667798042297363,0.9492061138153076
11726,DDOS attack-LOIC-UDP,2018-02-21 10:32:00,0.8694669008255005,0.9508073329925537,0.9714492559432983,0.9764812588691711,0.9780523180961609,0.9795541763305664,0.953886091709137,0.9042943716049194,0.9065132737159729,0.8739899396896362,0.8652464747428894,0.8678339719772339,0.8667798042297363,0.9492061138153076,0.970622718334198,0.9765958786010742,0.9784320592880249,0.979677140712738,0.9595716595649719,0.9195534586906433,0.9115636348724365
11731,Benign,2018-02-21 10:32:50,0.9795541763305664,0.953886091709137,0.9042943716049194,0.9065132737159729,0.8739899396896362,0.8652464747428894,0.8678339719772339,0.8667798042297363,0.9492061138153076,0.970622718334198,0.9765958786010742,0.9784320592880249,0.979677140712738,0.9595716595649719,0.9195534586906433,0.9115636348724365,0.883215606212616,0.8697919845581055,0.8694973587989807,0.8727664947509766,0.9382610321044922
11738,DDOS attack-LOIC-UDP,2018-02-21 10:34:00,0.8667798042297363,0.9492061138153076,0.970622718334198,0.9765958786010742,0.9784320592880249,0.979677140712738,0.9595716595649719,0.9195534586906433,0.9115636348724365,0.883215606212616,0.8697919845581055,0.8694973587989807,0.8727664947509766,0.9382610321044922,0.9690796136856079,0.9759020209312439,0.9785470366477966,0.9784295558929443,0.9548810720443726,0.9065185189247131,0.9227080345153809
11743,Benign,2018-02-21 10:34:50,0.979677140712738,0.9595716595649719,0.9195534586906433,0.9115636348724365,0.883215606212616,0.8697919845581055,0.8694973587989807,0.8727664947509766,0.9382610321044922,0.9690796136856079,0.9759020209312439,0.9785470366477966,0.9784295558929443,0.9548810720443726,0.9065185189247131,0.9227080345153809,0.8885520100593567,0.8691033124923706,0.8677306175231934,0.8700416088104248,0.9437510967254639
11750,DDOS attack-LOIC-UDP,2018-02-21 10:36:00,0.8727664947509766,0.9382610321044922,0.9690796136856079,0.9759020209312439,0.9785470366477966,0.9784295558929443,0.9548810720443726,0.9065185189247131,0.9227080345153809,0.8885520100593567,0.8691033124923706,0.8677306175231934,0.8700416088104248,0.9437510967254639,0.9701464772224426,0.9756248593330383,0.9770057201385498,0.9789374470710754,0.9680773615837097,0.9153244495391846,0.9251145124435425
11755,Benign,2018-02-21 10:36:50,0.9784295558929443,0.9548810720443726,0.9065185189247131,0.9227080345153809,0.8885520100593567,0.8691033124923706,0.8677306175231934,0.8700416088104248,0.9437510967254639,0.9701464772224426,0.9756248593330383,0.9770057201385498,0.9789374470710754,0.9680773615837097,0.9153244495391846,0.9251145124435425,0.8945893049240112,0.8722853064537048,0.8704171776771545,0.8689790964126587,0.9436591267585754
11762,DDOS attack-LOIC-UDP,2018-02-21 10:38:00,0.8700416088104248,0.9437510967254639,0.9701464772224426,0.9756248593330383,0.9770057201385498,0.9789374470710754,0.9680773615837097,0.9153244495391846,0.9251145124435425,0.8945893049240112,0.8722853064537048,0.8704171776771545,0.8689790964126587,0.9436591267585754,0.9698628783226013,0.9750130772590637,0.9781972765922546,0.9776955246925354,0.9651907682418823,0.9222130179405212,0.9327288866043091
11767,Benign,2018-02-21 10:38:50,0.9789374470710754,0.9680773615837097,0.9153244495391846,0.9251145124435425,0.8945893049240112,0.8722853064537048,0.8704171776771545,0.8689790964126587,0.9436591267585754,0.9698628783226013,0.9750130772590637,0.9781972765922546,0.9776955246925354,0.9651907682418823,0.9222130179405212,0.9327288866043091,0.8897855281829834,0.8669448494911194,0.8740941286087036,0.8766729235649109,0.9405035376548767
11774,Benign,2018-02-21 10:40:00,0.8689790964126587,0.9436591267585754,0.9698628783226013,0.9750130772590637,0.9781972765922546,0.9776955246925354,0.9651907682418823,0.9222130179405212,0.9327288866043091,0.8897855281829834,0.8669448494911194,0.8740941286087036,0.8766729235649109,0.9405035376548767,0.9697631001472473,0.9760922193527222,0.9783118963241577,0.9788891077041626,0.9523584842681885,0.9145076870918274,0.9039411544799805
11779,Benign,2018-02-21 10:40:50,0.9776955246925354,0.9651907682418823,0.9222130179405212,0.9327288866043091,0.8897855281829834,0.8669448494911194,0.8740941286087036,0.8766729235649109,0.9405035376548767,0.9697631001472473,0.9760922193527222,0.9783118963241577,0.9788891077041626,0.9523584842681885,0.9145076870918274,0.9039411544799805,0.8991590142250061,0.86894291639328,0.8724310994148254,0.8717276453971863,0.944922685623169
11786,DDOS attack-LOIC-UDP,2018-02-21 10:42:00,0.8766729235649109,0.9405035376548767,0.9697631001472473,0.9760922193527222,0.9783118963241577,0.9788891077041626,0.9523584842681885,0.9145076870918274,0.9039411544799805,0.8991590142250061,0.86894291639328,0.8724310994148254,0.8717276453971863,0.944922685623169,0.9700279831886292,0.9745017886161804,0.9769895076751709,0.9748879671096802,0.9515088796615601,0.9149308800697327,0.9638321399688721
11789,DDOS attack-LOIC-UDP,2018-02-21 10:42:30,0.9760922193527222,0.9783118963241577,0.9788891077041626,0.9523584842681885,0.9145076870918274,0.9039411544799805,0.8991590142250061,0.86894291639328,0.8724310994148254,0.8717276453971863,0.944922685623169,0.9700279831886292,0.9745017886161804,0.9769895076751709,0.9748879671096802,0.9515088796615601,0.9149308800697327,0.9638321399688721,0.962683916091919,0.9489564299583435,0.9311478137969971
11791,Benign,2018-02-21 10:42:50,0.9788891077041626,0.9523584842681885,0.9145076870918274,0.9039411544799805,0.8991590142250061,0.86894291639328,0.8724310994148254,0.8717276453971863,0.944922685623169,0.9700279831886292,0.9745017886161804,0.9769895076751709,0.9748879671096802,0.9515088796615601,0.9149308800697327,0.9638321399688721,0.962683916091919,0.9489564299583435,0.9311478137969971,0.901427149772644,0.8823631405830383
11801,Benign,2018-02-23 01:01:00,0.9745017886161804,0.9769895076751709,0.9748879671096802,0.9515088796615601,0.9149308800697327,0.9638321399688721,0.962683916091919,0.9489564299583435,0.9311478137969971,0.901427149772644,0.8823631405830383,0.8843233585357666,0.8782817721366882,0.8329213857650757,0.7755956053733826,0.7019633650779724,0.5931209325790405,0.5008254051208496,0.4132746756076813,0.3012569546699524,0.2674744725227356
11806,Benign,2018-02-23 01:01:50,0.9638321399688721,0.962683916091919,0.9489564299583435,0.9311478137969971,0.901427149772644,0.8823631405830383,0.8843233585357666,0.8782817721366882,0.8329213857650757,0.7755956053733826,0.7019633650779724,0.5931209325790405,0.5008254051208496,0.4132746756076813,0.3012569546699524,0.2674744725227356,0.30657681822776794,0.3613881468772888,0.3860888183116913,0.43021008372306824,0.465061217546463
11812,Benign,2018-02-23 01:02:50,0.8843233585357666,0.8782817721366882,0.8329213857650757,0.7755956053733826,0.7019633650779724,0.5931209325790405,0.5008254051208496,0.4132746756076813,0.3012569546699524,0.2674744725227356,0.30657681822776794,0.3613881468772888,0.3860888183116913,0.43021008372306824,0.465061217546463,0.49975085258483887,0.5085015892982483,0.45707061886787415,0.4168877899646759,0.3944905996322632,0.411948025226593
11818,Benign,2018-02-23 01:03:50,0.5008254051208496,0.4132746756076813,0.3012569546699524,0.2674744725227356,0.30657681822776794,0.3613881468772888,0.3860888183116913,0.43021008372306824,0.465061217546463,0.49975085258483887,0.5085015892982483,0.45707061886787415,0.4168877899646759,0.3944905996322632,0.411948025226593,0.44946354627609253,0.4637005031108856,0.4940491020679474,0.47564423084259033,0.4594830274581909,0.45625829696655273
11823,Benign,2018-02-23 01:04:40,0.3613881468772888,0.3860888183116913,0.43021008372306824,0.465061217546463,0.49975085258483887,0.5085015892982483,0.45707061886787415,0.4168877899646759,0.3944905996322632,0.411948025226593,0.44946354627609253,0.4637005031108856,0.4940491020679474,0.47564423084259033,0.4594830274581909,0.45625829696655273,0.45017269253730774,0.47782546281814575,0.4411541521549225,0.3564402759075165,0.31735363602638245
11829,Benign,2018-02-23 01:05:40,0.45707061886787415,0.4168877899646759,0.3944905996322632,0.411948025226593,0.44946354627609253,0.4637005031108856,0.4940491020679474,0.47564423084259033,0.4594830274581909,0.45625829696655273,0.45017269253730774,0.47782546281814575,0.4411541521549225,0.3564402759075165,0.31735363602638245,0.32413873076438904,0.2942810654640198,0.341768354177475,0.36473217606544495,0.4227088391780853,0.4212527275085449
11835,Benign,2018-02-23 01:06:40,0.4940491020679474,0.47564423084259033,0.4594830274581909,0.45625829696655273,0.45017269253730774,0.47782546281814575,0.4411541521549225,0.3564402759075165,0.31735363602638245,0.32413873076438904,0.2942810654640198,0.341768354177475,0.36473217606544495,0.4227088391780853,0.4212527275085449,0.4466805160045624,0.453745037317276,0.4593246877193451,0.4135333299636841,0.35819584131240845,0.3438076376914978
11841,Benign,2018-02-23 01:07:40,0.4411541521549225,0.3564402759075165,0.31735363602638245,0.32413873076438904,0.2942810654640198,0.341768354177475,0.36473217606544495,0.4227088391780853,0.4212527275085449,0.4466805160045624,0.453745037317276,0.4593246877193451,0.4135333299636841,0.35819584131240845,0.3438076376914978,0.33308205008506775,0.34955620765686035,0.4085575044155121,0.472715824842453,0.5112861394882202,0.5505577325820923
11846,Benign,2018-02-23 01:08:30,0.341768354177475,0.36473217606544495,0.4227088391780853,0.4212527275085449,0.4466805160045624,0.453745037317276,0.4593246877193451,0.4135333299636841,0.35819584131240845,0.3438076376914978,0.33308205008506775,0.34955620765686035,0.4085575044155121,0.472715824842453,0.5112861394882202,0.5505577325820923,0.5868333578109741,0.583475649356842,0.6057688593864441,0.6168791055679321,0.6000301241874695
11852,Benign,2018-02-23 01:09:30,0.4593246877193451,0.4135333299636841,0.35819584131240845,0.3438076376914978,0.33308205008506775,0.34955620765686035,0.4085575044155121,0.472715824842453,0.5112861394882202,0.5505577325820923,0.5868333578109741,0.583475649356842,0.6057688593864441,0.6168791055679321,0.6000301241874695,0.5761575102806091,0.5880789160728455,0.5717063546180725,0.5660754442214966,0.5898801684379578,0.6031945943832397
11858,Benign,2018-02-23 01:10:30,0.4085575044155121,0.472715824842453,0.5112861394882202,0.5505577325820923,0.5868333578109741,0.583475649356842,0.6057688593864441,0.6168791055679321,0.6000301241874695,0.5761575102806091,0.5880789160728455,0.5717063546180725,0.5660754442214966,0.5898801684379578,0.6031945943832397,0.5645044445991516,0.5332915186882019,0.4837583601474762,0.46711379289627075,0.4862174689769745,0.48367467522621155
11864,Benign,2018-02-23 01:11:30,0.6057688593864441,0.6168791055679321,0.6000301241874695,0.5761575102806091,0.5880789160728455,0.5717063546180725,0.5660754442214966,0.5898801684379578,0.6031945943832397,0.5645044445991516,0.5332915186882019,0.4837583601474762,0.46711379289627075,0.4862174689769745,0.48367467522621155,0.44300583004951477,0.45454084873199463,0.5031554102897644,0.5032930374145508,0.498538613319397,0.5023650527000427
11869,Benign,2018-02-23 01:12:20,0.5717063546180725,0.5660754442214966,0.5898801684379578,0.6031945943832397,0.5645044445991516,0.5332915186882019,0.4837583601474762,0.46711379289627075,0.4862174689769745,0.48367467522621155,0.44300583004951477,0.45454084873199463,0.5031554102897644,0.5032930374145508,0.498538613319397,0.5023650527000427,0.45943230390548706,0.38865935802459717,0.3308108150959015,0.32129862904548645,0.2951994240283966
11875,Benign,2018-02-23 01:13:20,0.4837583601474762,0.46711379289627075,0.4862174689769745,0.48367467522621155,0.44300583004951477,0.45454084873199463,0.5031554102897644,0.5032930374145508,0.498538613319397,0.5023650527000427,0.45943230390548706,0.38865935802459717,0.3308108150959015,0.32129862904548645,0.2951994240283966,0.2458420842885971,0.18553560972213745,0.16179420053958893,0.1750434935092926,0.2053956687450409,0.21693016588687897
11881,Benign,2018-02-23 01:14:20,0.5031554102897644,0.5032930374145508,0.498538613319397,0.5023650527000427,0.45943230390548706,0.38865935802459717,0.3308108150959015,0.32129862904548645,0.2951994240283966,0.2458420842885971,0.18553560972213745,0.16179420053958893,0.1750434935092926,0.2053956687450409,0.21693016588687897,0.2566577196121216,0.26229971647262573,0.25898417830467224,0.22044922411441803,0.19715750217437744,0.1759375035762787
11887,Benign,2018-02-23 01:15:20,0.3308108150959015,0.32129862904548645,0.2951994240283966,0.2458420842885971,0.18553560972213745,0.16179420053958893,0.1750434935092926,0.2053956687450409,0.21693016588687897,0.2566577196121216,0.26229971647262573,0.25898417830467224,0.22044922411441803,0.19715750217437744,0.1759375035762787,0.2147958129644394,0.23651891946792603,0.27325204014778137,0.3079812228679657,0.3477236330509186,0.3977707624435425
11892,Benign,2018-02-23 01:16:10,0.16179420053958893,0.1750434935092926,0.2053956687450409,0.21693016588687897,0.2566577196121216,0.26229971647262573,0.25898417830467224,0.22044922411441803,0.19715750217437744,0.1759375035762787,0.2147958129644394,0.23651891946792603,0.27325204014778137,0.3079812228679657,0.3477236330509186,0.3977707624435425,0.4015955328941345,0.42386889457702637,0.4207807183265686,0.3942819833755493,0.39039573073387146
11898,Benign,2018-02-23 01:17:10,0.25898417830467224,0.22044922411441803,0.19715750217437744,0.1759375035762787,0.2147958129644394,0.23651891946792603,0.27325204014778137,0.3079812228679657,0.3477236330509186,0.3977707624435425,0.4015955328941345,0.42386889457702637,0.4207807183265686,0.3942819833755493,0.39039573073387146,0.3923977315425873,0.4054662883281708,0.44590336084365845,0.43113479018211365,0.438282310962677,0.43637266755104065
11904,Benign,2018-02-23 01:18:10,0.27325204014778137,0.3079812228679657,0.3477236330509186,0.3977707624435425,0.4015955328941345,0.42386889457702637,0.4207807183265686,0.3942819833755493,0.39039573073387146,0.3923977315425873,0.4054662883281708,0.44590336084365845,0.43113479018211365,0.438282310962677,0.43637266755104065,0.39976537227630615,0.3975085914134979,0.3854238986968994,0.3120502829551697,0.2624485194683075,0.2521527409553528
11910,Benign,2018-02-23 01:19:10,0.4207807183265686,0.3942819833755493,0.39039573073387146,0.3923977315425873,0.4054662883281708,0.44590336084365845,0.43113479018211365,0.438282310962677,0.43637266755104065,0.39976537227630615,0.3975085914134979,0.3854238986968994,0.3120502829551697,0.2624485194683075,0.2521527409553528,0.23798687756061554,0.2520504593849182,0.3032766580581665,0.36332857608795166,0.37682437896728516,0.3958609104156494
